DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
123876-58576,Kevon Looney,C,NO,MIN,,3700,0,9.2,,9.2,2.4864864864864864,0.09,0.05788028764770177,0,100,109.2295,231.5085,8.93642,6.125,9.25,13,15.375,19.625,24.75,9.20107,6.3,9.5,13.55,16.15,20.6,26.4015,9.20107,6.3,9.5,13.55,16.15,20.6,26.4015,9.20573,6.3,9.55,13.45,16.05,20.45,26.1505,5.18181,5.53897,5.53897,5.45192,3.03458,9.8267,1.185,0.0169166,3.44587,0.953916,2.49196,0.981458,0.295166,0.349541,0.272125
123876-203718,Rob Dillingham,PG,MIN,NO,,3600,0,8.88,,8.88,2.466666666666667,0.52,0.32672888908058756,0,100,122.279,231.5085,9.121,5.125,8.375,12.5,15,20,26.0025,8.87763,4.8,8.15,12.25,14.8,19.7,25.751,8.87763,4.8,8.15,12.25,14.8,19.7,25.751,9.06813,5.1,8.4,12.45,14.95,19.8,25.651,5.66187,5.70058,5.70058,5.58811,4.88821,10.935,1.25391,0.613792,1.36358,0.29125,1.07233,1.17313,0.428708,0.0973333,0.872167
123876-203715,Baylor Scheierman,SG,BOS,NY,,3600,0,8.73,,8.73,2.4250000000000003,0.25,0.1732620133832862,0,100,115.1897,230.1754,8.80492,6.125,9,12.75,14.875,19.25,25,8.73287,5.95,9.05,12.7,15.1,19.2025,24.5015,8.73287,5.95,9.05,12.7,15.1,19.2025,24.5015,8.72503,6.05,9,12.5,14.9,18.95,24.15,5.13864,5.19711,5.19711,5.03504,3.80709,14.1734,0.58,0.635333,2.12866,0.584083,1.54458,1.301,0.4895,0.0971667,0.40275
123876-70823,Guerschon Yabusele,PF,NY,BOS,,3600,0,8.1,,8.1,2.25,0.19,0.10889966349114376,0,100,114.9857,230.1754,8.15625,4.59375,7.375,10.875,12.875,17,22.25,8.096,4.45,7.3,10.7,12.8,16.95,21.95,8.096,4.45,7.3,10.7,12.8,16.95,21.95,8.1005,4.65,7.3,10.7,12.75,16.9,21.8005,4.80995,4.82888,4.82888,4.73226,3.31417,11.5414,0.56725,0.558,1.65325,0.35725,1.296,1.16084,0.2785,0.149166,0.365916
123876-188453,Jaylen Clark,SG,MIN,NO,,3600,0,7.65,,7.65,2.125,0.18,0.10237274639364156,0,100,122.279,231.5085,7.14567,4,6.5,9.75,11.625,15.375,20.6262,7.65353,4.25,7,10.45,12.5,16.55,21.9505,7.65353,4.25,7,10.45,12.5,16.55,21.9505,7.41237,4.2,6.8,10.05,12.05,15.8,21.1505,4.35892,4.77189,4.77189,4.52578,1.73012,12.7705,0.404667,0.201375,1.63284,0.350208,1.28262,1.28271,0.667916,0.0982084,0.209708
123876-145336,Xavier Tillman,C,BOS,NY,,3700,0,6.6,,6.6,1.7837837837837838,0.17,0.10606980032473763,0,100,115.1897,230.1754,6.43042,4.75,7.25,10.625,12.625,16.875,22.25,6.5973,4.8,7.45,11.0625,13.4,17.9,23.7005,6.5973,4.8,7.45,11.0625,13.4,17.9,23.7005,6.5968,4.8,7.45,10.9,13.2,17.505,23.2505,4.69401,5.0629,5.0629,4.89778,2.64683,9.25529,0.922332,0.145917,2.17,0.59775,1.57225,0.927915,0.463333,0.220917,0.339833
123876-157807,Luka Garza,C,BOS,NY,,3700,0,5.82,,5.82,1.572972972972973,0.01,0.0030111302904158484,0,100,115.1897,230.1754,5.94242,3.375,6,9.875,12.125,17,23.25,5.82103,3.2,6.2,9.7,12,16.85,22.8505,5.82103,3.2,6.2,9.7,12,16.85,22.8505,5.91203,3.35,6.2,9.7,12.0575,16.9,22.9,5.12117,5.10704,5.10704,5.07582,3.61,6.72069,0.9685,0.320583,1.80583,0.504834,1.301,0.478667,0.16025,0.128333,0.322834
123876-165854,Lindy Waters,SG,SA,MEM,,3500,0,5.37,,5.37,1.5342857142857145,0.86,0.5424938409781354,0,100,117.953,232.11970000000002,5.40942,2.875,5,7.875,9.875,13.75,18.8762,5.37403,2.7,4.95,8.05,9.85,13.65,18.6505,5.37403,2.7,4.95,8.05,9.85,13.65,18.6505,5.33837,2.7375,4.95,7.9,9.65,13.35,18.2505,4.1923,4.21237,4.21237,4.09874,2.22092,7.85806,0.169916,0.559166,1.22958,0.277667,0.951915,0.641584,0.26875,0.135,0.16575
123876-171764,Jabari Walker,PF,PHI,WAS,,3600,0,4.71,,4.71,1.3083333333333331,0.98,0.5819415905428246,0,100,123.2037,235.65800000000002,4.65158,2.25,4.25,7.25,9.14375,13,17.875,4.70747,2.2,4.3,7.4,9.4,13.15,18.15,4.70747,2.2,4.3,7.4,9.4,13.15,18.15,4.68047,2.2,4.35,7.4,9.25,13.0025,17.85,4.04039,4.152,4.152,4.06741,1.67967,7.00826,0.449833,0.1395,1.79941,0.423584,1.37583,0.418417,0.20675,0.0849167,0.156417
123876-188456,Rayan Rupert,SG,POR,TOR,,3600,0,4,,4,1.1111111111111112,0.14,0.05781322413814537,0,100,113.9655,231.7748,3.92625,1.75,3.625,6,7.75,11,15.75,4.0022,1.8,3.6,6.2,7.95,11.45,16.1,4.0022,1.8,3.6,6.2,7.95,11.45,16.1,3.97403,1.85,3.6,6.1,7.7575,11.15,15.7,3.55731,3.69174,3.69174,3.57492,1.5695,6.41244,0.316417,0.217834,0.632334,0.167834,0.4645,0.833081,0.247167,0.0615834,0.183583
123876-204448,Trey Alexander,SG,NO,MIN,,3600,0,2.88,,2.88,0.7999999999999999,0.16,0.07541389768027504,0,100,109.2295,231.5085,2.91408,1.625,2.875,4.5,5.375,7.5,10,2.88037,1.5,2.75,4.45,5.45,7.6,10.05,2.88037,1.5,2.75,4.45,5.45,7.6,10.05,2.92953,1.6,2.85,4.5,5.45,7.6,9.95,2.2402,2.31229,2.31229,2.25833,1.59075,4.2533,0.33925,0.138375,0.56325,0.150625,0.412625,0.42075,0.133375,0.053125,0.2945
123876-194767,Duop Reath,C,POR,TOR,,3600,0,2.39,,2.39,0.6638888888888889,0.06,0.01754710648377457,0,100,113.9655,231.7748,2.40158,0,1.625,4.375,6.375,10.625,16.25,2.38977,0,1.6,4.35,6.35,10.55,16.1015,2.38977,0,1.6,4.35,6.35,10.55,16.1015,2.40543,0,1.6,4.35,6.3,10.55,16.1005,3.7094,3.71958,3.71958,3.68742,1.43892,2.94049,0.2935,0.191583,0.519667,0.142834,0.376833,0.311666,0.0881667,0.0725833,0.122
123876-228129,Hugo Gonzalez,SG,BOS,NY,,3500,0,1.95,,1.95,0.5571428571428572,0.04,0.011313968755185403,0,100,115.1897,230.1754,1.97358,0.625,1.5,2.75,3.5,5.375,8,1.95477,0.6,1.5,2.7,3.55,5.35,7.85,1.95477,0.6,1.5,2.7,3.55,5.35,7.85,1.9941,0.6,1.5,2.75,3.55,5.35,7.9,1.80417,1.81145,1.81145,1.80287,0.84075,2.53713,0.200667,0.09325,0.368,0.104084,0.263916,0.244,0.0365833,0.0596665,0.100584
123876-145548,Anthony Gill,PF,WAS,PHI,,3500,0,1.92,,1.92,0.5485714285714285,0.6,0.2722874216385342,0,100,112.4543,235.65800000000002,1.911,0,1.375,3.75,5.75,9.5,14,1.9246,0,1.3,3.85,5.85,9.75,14.7505,1.9246,0,1.3,3.85,5.85,9.75,14.7505,1.9491,0,1.35,3.85,5.85,9.7,14.65,3.29955,3.43653,3.43653,3.40652,0.957668,3.31241,0.270833,0.05225,0.590833,0.18375,0.407083,0.34725,0.0716667,0.0820834,0.108916
123876-228167,Mohamed Diawara,SF,NY,BOS,,3500,0,1.69,,1.69,0.4828571428571428,0.31,0.13228022881672394,0,100,114.9857,230.1754,1.71033,0.5,1.25,2.5,3.25,5.125,7.75,1.6865,0.5,1.35,2.5,3.25,5.0525,7.7,1.6865,0.5,1.35,2.5,3.25,5.0525,7.7,1.70967,0.5,1.35,2.5,3.25,5.1,7.6,1.74338,1.73659,1.73659,1.7262,0.797,2.52911,0.1905,0.0820835,0.304166,0.0670835,0.237083,0.251583,0.0368333,0.0316667,0.081
123876-203787,Ariel Hukporti,C,NY,BOS,,3500,0,1.6,,1.6,0.4571428571428572,0.53,0.2672152782225808,0,100,114.9857,230.1754,1.57442,0,1,2.25,3,4.875,7.5,1.5997,0,1,2.25,3.1,4.95,7.75,1.5997,0,1,2.25,3.1,4.95,7.75,1.62087,0,1,2.25,3.1,5,7.75,1.70607,1.75482,1.75482,1.74889,0.675335,2.08436,0.19675,0.0499167,0.27275,0.0525,0.22025,0.192916,0.0309166,0.06175,0.0796665
123876-213367,Jamison Battle,SF,TOR,POR,,3500,0,1.58,,1.58,0.4514285714285714,0.28,0.11898873881106413,0,100,117.8093,231.7748,1.61525,0.625,1.375,2.625,3.5,5.5,8.25,1.58013,0.6,1.35,2.6625,3.55,5.35,7.8505,1.58013,0.6,1.35,2.6625,3.55,5.35,7.8505,1.58897,0.6,1.35,2.6,3.5,5.35,8,1.84043,1.8123,1.8123,1.79943,0.718415,2.50414,0.109416,0.132916,0.415083,0.108416,0.306666,0.2555,0.035,0.0415,0.0589165
123876-228106,Yang Hansen,C,POR,TOR,,3600,0,1.3,,1.3,0.36111111111111116,0,0,0,100,113.9655,231.7748,1.30733,0,1,2,2.75,4.25,6.625,1.30153,0,1,2.1,2.85,4.35,6.75,1.30153,0,1,2.1,2.85,4.35,6.75,1.31287,0,1,2.1,2.85,4.35,6.6,1.52357,1.54867,1.54867,1.52413,0.621335,2.07312,0.141334,0.06825,0.18475,0.0484167,0.136333,0.239834,0.0444167,0.0305,0.07075
123876-188452,Leonard Miller,SF,MIN,NO,,3500,0,1.21,,1.21,0.34571428571428575,0.1,0.029418054195116516,0,100,122.279,231.5085,1.20917,0,0.75,2.5,3.75,6.125,8.87625,1.20517,0,0.75,2.55,3.7,6.1,9,1.20517,0,0.75,2.55,3.7,6.1,9,1.2175,0,0.75,2.55,3.75,6.15,8.9505,2.09404,2.11395,2.11395,2.10917,0.674875,1.66906,0.179,0.07475,0.428,0.09225,0.33575,0.176375,0.03525,0.0485,0.061625
123876-228178,Hunter Dickinson,C,NO,MIN,,3500,0,1.16,,1.16,0.3314285714285714,0.17,0.06450265637967424,0,100,109.2295,231.5085,1.19317,0,1,2.5,3.375,5.375,7.625,1.16193,0,1,2.5,3.35,5.3,7.7005,1.16193,0,1,2.5,3.35,5.3,7.7005,1.1916,0,1.1,2.5,3.4075,5.35,7.7,1.82343,1.82463,1.82463,1.82598,0.893875,2.06915,0.199875,0.084125,0.257375,0.07175,0.185625,0.19525,0.033875,0.038125,0.106375
123876-203774,Enrique Freeman,PF,MIN,NO,,3500,0,1.06,,1.06,0.3028571428571429,0.03,0.006437838606293835,0,100,122.279,231.5085,1.06158,0,0.75,2.25,3.375,5.25,8.00125,1.06043,0,0.7,2.2,3.35,5.45,8.051,1.06043,0,0.7,2.2,3.35,5.45,8.051,1.0761,0,0.75,2.25,3.35,5.35,8.151,1.89003,1.93285,1.93285,1.9264,0.66175,1.66187,0.20275,0.04575,0.297375,0.07275,0.224625,0.16025,0.0345,0.044125,0.06625
123876-228153,Amari Williams,C,BOS,NY,,3500,0,0.93,,0.93,0.26571428571428574,0.14,0.05060302661769141,0,100,115.1897,230.1754,0.93675,0,0.5,1.5,2.375,4.375,7,0.932,0,0.25,1.5,2.5,4.45,6.85,0.932,0,0.25,1.5,2.5,4.45,6.85,0.940667,0,0.5,1.5,2.5,4.45,6.85,1.55502,1.56332,1.56332,1.55066,0.507335,1.26359,0.11825,0.0550835,0.17175,0.0505835,0.121166,0.132417,0.0361666,0.01925,0.0548335
123876-171660,Ron Harper,SF,BOS,NY,Q,3500,0,0,,0,0,0,0,0,100,115.1897,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228152,Rocco Zikarsky,C,MIN,NO,,3500,0,0,,0,0,0,0,0,100,122.279,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-204374,David Jones Garcia,SF,SA,MEM,,3500,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-68203,Chris Boucher,C,BOS,NY,,3500,0,0,,0,0,0,0,0,100,115.1897,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-188444,GG Jackson,PF/SF,MEM,SA,,3600,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-84724,Landry Shamet,SG,NY,BOS,O,3600,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-157832,Sharife Cooper,PG,WAS,PHI,O,3500,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-188428,Scoot Henderson,PG,POR,TOR,O,4100,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-67708,Dejounte Murray,PG/SG,NO,MIN,O,3500,0,0,,0,0,0,0,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-171658,Johnny Juzang,SF,MIN,NO,,3500,0,0,,0,0,0,0,0,100,122.279,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203793,Harrison Ingram,SF,SA,MEM,Q,3500,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-157819,Corey Kispert,SF,WAS,PHI,O,3700,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-59318,Joe Ingles,SG,MIN,NO,,3500,0,0,,0,0,0,0,0,100,122.279,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228171,Johni Broome,PF,PHI,WAS,,3500,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-9556,Eric Gordon,SG,PHI,WAS,,3500,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203788,Kevin McCullar,SF,NY,BOS,Q,3500,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203799,Jonathan Mogbo,C,TOR,POR,,3500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-157834,Bones Hyland,PG,MIN,NO,,3500,0,0,,0,0,0,0,0,100,122.279,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-195819,Tosan Evbuomwan,SF,NY,BOS,,3500,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-9663,Jrue Holiday,PG,POR,TOR,O,6600,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-171750,Blake Wesley,PG,POR,TOR,O,3500,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-171661,Scotty Pippen,PG/SG,MEM,SA,O,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228115,Joan Beringer,C,MIN,NO,,3500,0,0,,0,0,0,0,0,100,122.279,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-194322,Javonte Cooke,SG,POR,TOR,,3500,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-9561,DeAndre Jordan,C,NO,MIN,,3500,0,0,,0,0,0,0,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-80808,Jayson Tatum,PF/SF,BOS,NY,O,3500,0,0,,0,0,0,0,0,100,115.1897,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228181,Chucky Hepburn,PG,TOR,POR,,3500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-9535,Kyle Lowry,PG,PHI,WAS,,3500,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-188417,Kobe Bufkin,PG,MEM,SA,,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-158856,Trendon Watford,PF/C,PHI,WAS,O,3900,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110357,RJ Barrett,SG/SF,TOR,POR,O,6500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-11074,Garrett Temple,SG,TOR,POR,,3500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228170,Hunter Sallis,SG,PHI,WAS,,3500,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228168,Javon Small,PG,MEM,SA,O,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-188414,Victor Wembanyama,C/PF,SA,MEM,O,11000,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203765,AJ Johnson,SG,WAS,PHI,,3500,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228154,Max Shulga,PG,BOS,NY,,3500,0,0,,0,0,0,0,0,100,115.1897,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110320,Matisse Thybulle,SF,POR,TOR,O,3500,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228163,Jamir Watkins,SG,WAS,PHI,,3500,0,0,,0,0,0.2,0.2,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203760,Pacome Dadiet,SF,NY,BOS,,3500,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110322,Jordan Poole,PG/SG,NO,MIN,O,4800,0,0,,0,0,0,0,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-188424,Olivier-Maxence Prosper,PF,MEM,SA,,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-16261,Khris Middleton,SG/SF,WAS,PHI,,4900,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-68090,OG Anunoby,SF/PF,NY,BOS,O,6000,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-171793,Karlo Matkovic,C,NO,MIN,O,3600,0,0,,0,0,0,0,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228118,Tre Johnson,SG/PG,WAS,PHI,O,3800,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110310,Zion Williamson,PF,NO,MIN,,8300,0,0,,0,0,12.73,12.73,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203764,Alex Sarr,C/PF,WAS,PHI,O,8200,0,0,,0,0,0,0,0,100,112.4543,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-204370,Riley Minix,SF,SA,MEM,,3500,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-160022,A.J. Lawson,SG,TOR,POR,,3500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228151,Jahmai Mashack,SG,MEM,SA,,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110331,Ty Jerome,PG/SG,MEM,SA,O,3500,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110353,Brandon Clarke,C/PF,MEM,SA,O,3700,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-20848,Damian Lillard,PG,POR,TOR,O,3500,0,0,,0,0,0,0,0,100,113.9655,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-85597,Jordan McLaughlin,PG,SA,MEM,O,3500,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-58153,Kelly Oubre,SG/SF,PHI,WAS,O,5100,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-14505,Bismack Biyombo,C,SA,MEM,,3500,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-110344,Ja Morant,PG,MEM,SA,Q,7400,0,0,,0,0,0,0,0,100,114.1667,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-157848,Herbert Jones,SF/PF,NO,MIN,O,4200,0,0,,0,0,0,0,0,100,109.2295,231.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-195937,Trey Jemison,C,NY,BOS,Q,3500,0,0,,0,0,0,0,0,100,114.9857,230.1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-49111,Joel Embiid,C,PHI,WAS,O,7700,0,0,,0,0,0,0,0,100,123.2037,235.65800000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-228155,Alijah Martin,SG,TOR,POR,,3500,0,0,,0,0,0,0,0,100,117.8093,231.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123876-203723,Stephon Castle,SG/PG,SA,MEM,O,7100,0,0,,0,0,0,0,0,100,117.953,232.11970000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
