game_date,player,pos,team,opp,salary,proj_mins,ownership,fp_proj,projected_value,status,game_info,team_full_name,opp_full_name,db_player,gp_sl,usg_pct_sl,fp_sl,touches_sl,min_sl,poss_sl,gp_l10,usg_pct_l10,fp_l10,touches_l10,min_l10,poss_l10,gp_l5,usg_pct_l5,fp_l5,touches_l5,min_l5,poss_l5,gp_l3,usg_pct_l3,fp_l3,touches_l3,min_l3,poss_l3,fppm_sl,fppt_sl,fppp_sl,tpm_sl,tpp_sl,team_poss_sl,poss_pct_sl,implied_poss_sl,touches_ip_sl,touches_tpm_sl,fp_proj_it_sl,fp_proj_tpm_sl,team_fp_sl,fp_per_sl,fppm_l10,fppt_l10,fppp_l10,tpm_l10,tpp_l10,team_poss_l10,poss_pct_l10,implied_poss_l10,touches_ip_l10,touches_tpm_l10,fp_proj_it_l10,fp_proj_tpm_l10,team_fp_l10,fp_per_l10,fppm_l5,fppt_l5,fppp_l5,tpm_l5,tpp_l5,team_poss_l5,poss_pct_l5,implied_poss_l5,touches_ip_l5,touches_tpm_l5,fp_proj_it_l5,fp_proj_tpm_l5,team_fp_l5,fp_per_l5,fppm_l3,fppt_l3,fppp_l3,tpm_l3,tpp_l3,team_poss_l3,poss_pct_l3,implied_poss_l3,touches_ip_l3,touches_tpm_l3,fp_proj_it_l3,fp_proj_tpm_l3,team_fp_l3,fp_per_l3,team_salary,salary_share,team_ownership,team_minutes,minutes_avail
2025-11-20,Jalen Johnson,PF/SF,ATL,SA,9800,33.70,33.81,53.02,5.41,,,Atlanta Hawks,San Antonio Spurs,Jalen Johnson,13.00,0.24,46.50,81.70,33.40,948.00,9.00,0.24,50.20,85.10,34.60,676.00,5.00,0.25,57.00,87.80,35.60,382.00,3.00,0.27,63.40,102.30,39.70,258.00,1.39,0.57,0.64,2.45,1.12,1533,61.84,101.11,70.05,82.44,39.87,46.92,213.90,21.74,1.45,0.59,0.67,2.46,1.13,1021,66.21,101.55,76.18,82.90,44.94,48.90,223.60,22.45,1.60,0.65,0.75,2.47,1.15,513,74.46,102.00,87.29,83.12,56.67,53.96,233.60,24.40,1.60,0.62,0.74,2.58,1.19,310,83.23,101.25,100.24,86.85,62.12,53.83,247.70,25.60,45700.00,21.44,93.25,192.83,47.17
2025-11-20,Tyrese Maxey,PG,PHI,MIL,10100,37.08,29.57,49.40,4.89,P,,Philadelphia 76ers,Milwaukee Bucks,Tyrese Maxey,14.00,0.29,53.50,102.00,40.30,1171.00,10.00,0.29,51.80,98.90,39.20,808.00,5.00,0.32,49.40,97.20,38.20,386.00,3.00,0.31,50.80,95.30,39.70,244.00,1.33,0.52,0.64,2.53,1.22,1406,83.29,100.44,102.01,93.85,53.51,49.23,217.90,24.55,1.32,0.52,0.64,2.52,1.22,992,81.45,99.75,99.45,93.55,52.09,49.00,219.50,23.60,1.29,0.51,0.64,2.54,1.26,486,79.42,98.27,98.27,94.35,49.94,47.95,218.40,22.62,1.28,0.53,0.62,2.40,1.17,293,83.28,98.60,96.21,89.01,51.29,47.45,220.40,23.05,49400.00,20.45,77.26,217.78,22.22
2025-11-20,Franz Wagner,SF/PF,ORL,LAC,8500,35.22,33.55,39.68,4.67,,,Orlando Magic,LA Clippers,Franz Wagner,15.00,0.25,39.00,62.90,35.80,1148.00,10.00,0.26,40.60,65.80,36.30,753.00,5.00,0.26,43.70,70.20,37.90,394.00,3.00,0.28,39.60,71.30,38.80,238.00,1.09,0.62,0.51,1.76,0.82,1521,75.48,98.61,61.17,61.88,37.93,38.37,192.30,20.28,1.12,0.62,0.54,1.81,0.87,1000,75.30,97.90,64.42,63.84,39.75,39.39,201.50,20.15,1.15,0.62,0.55,1.85,0.89,503,78.33,97.41,67.97,65.24,42.31,40.61,216.60,20.18,1.02,0.56,0.50,1.84,0.90,302,78.81,97.27,68.89,64.72,38.26,35.95,225.50,17.56,44100.00,19.27,120.91,219.69,20.31
2025-11-20,De'Aaron Fox,PG,SA,ATL,8600,33.81,34.44,36.79,4.28,,,San Antonio Spurs,Atlanta Hawks,De'Aaron Fox,6.00,0.27,36.60,75.00,34.00,440.00,6.00,0.27,36.60,75.00,34.00,440.00,5.00,0.28,37.20,78.60,34.70,373.00,3.00,0.32,46.10,77.70,33.70,210.00,1.08,0.49,0.50,2.21,1.02,1416,31.07,101.11,32.13,74.57,15.68,36.39,175.40,20.87,1.08,0.49,0.50,2.21,1.02,1014,43.39,101.55,45.07,74.57,21.99,36.39,174.20,21.01,1.07,0.47,0.50,2.27,1.05,508,73.43,102.00,78.91,76.58,37.35,36.24,171.70,21.67,1.37,0.59,0.66,2.31,1.11,298,70.47,101.25,79.20,77.95,46.99,46.25,201.10,22.92,41900.00,20.53,109.25,218.22,21.78
2025-11-20,Russell Westbrook,PG,SAC,MEM,7100,30.06,29.85,34.32,4.83,,,Sacramento Kings,Memphis Grizzlies,Russell Westbrook,15.00,0.23,32.50,62.20,28.60,942.00,10.00,0.23,36.00,68.50,30.60,675.00,5.00,0.22,32.90,67.80,29.80,328.00,3.00,0.20,37.50,71.30,31.80,211.00,1.14,0.52,0.52,2.17,0.99,1543,61.05,102.88,62.21,65.38,32.50,34.16,172.70,18.82,1.18,0.53,0.53,2.24,1.01,1036,65.15,102.20,67.57,67.30,35.51,35.37,167.50,21.49,1.10,0.49,0.50,2.28,1.03,513,63.94,102.35,67.63,68.40,32.82,33.19,154.00,21.36,1.18,0.53,0.53,2.24,1.01,309,68.28,101.41,70.20,67.41,36.92,35.45,171.70,21.84,37600.00,18.88,89.07,187.46,52.54
2025-11-20,Desmond Bane,SG/SF,ORL,LAC,7100,35.46,30.49,34.02,4.79,,,Orlando Magic,LA Clippers,Desmond Bane,15.00,0.22,29.70,58.70,33.00,1044.00,10.00,0.22,31.10,59.50,33.20,692.00,5.00,0.25,37.20,73.60,38.10,393.00,3.00,0.24,38.20,72.70,41.10,250.00,0.90,0.51,0.43,1.78,0.84,1521,68.64,98.61,57.08,63.07,28.88,31.91,192.30,15.44,0.94,0.52,0.45,1.79,0.86,1000,69.20,97.90,58.25,63.55,30.45,33.22,201.50,15.43,0.98,0.51,0.47,1.93,0.94,503,78.13,97.41,71.27,68.50,36.02,34.62,216.60,17.17,0.93,0.53,0.46,1.77,0.87,302,82.78,97.27,70.25,62.72,36.91,32.96,225.50,16.94,44100.00,16.10,120.91,219.69,20.31
2025-11-20,Santi Aldama,PF/C,MEM,SAC,5500,30.25,43.31,32.81,5.97,,,Memphis Grizzlies,Sacramento Kings,Santi Aldama,15.00,0.20,28.10,46.20,25.60,841.00,10.00,0.20,27.20,48.20,26.60,576.00,5.00,0.18,31.50,49.00,26.80,293.00,3.00,0.20,30.50,47.70,24.80,156.00,1.10,0.61,0.50,1.80,0.82,1541,54.57,102.88,46.27,54.59,28.14,33.20,189.60,14.82,1.02,0.56,0.47,1.81,0.84,1006,57.26,102.20,48.97,54.81,27.63,30.93,187.40,14.51,1.18,0.64,0.54,1.83,0.84,509,57.56,102.35,49.26,55.31,31.67,35.55,189.00,16.67,1.23,0.64,0.59,1.92,0.92,299,52.17,101.41,48.53,58.18,31.03,37.20,182.40,16.72,40200.00,13.68,155.80,216.69,23.31
2025-11-20,Onyeka Okongwu,C/PF,ATL,SA,7200,22.69,6.17,31.98,4.44,,,Atlanta Hawks,San Antonio Spurs,Onyeka Okongwu,15.00,0.20,33.10,48.30,29.60,949.00,10.00,0.21,32.60,48.90,28.90,624.00,5.00,0.23,37.50,54.60,30.60,330.00,3.00,0.23,46.40,62.30,35.40,231.00,1.12,0.69,0.52,1.63,0.76,1533,61.90,101.11,47.78,37.02,32.75,25.37,213.90,15.47,1.13,0.67,0.52,1.69,0.78,1021,61.12,101.55,48.64,38.39,32.42,25.59,223.60,14.58,1.23,0.69,0.57,1.78,0.83,513,64.33,102.00,54.28,40.49,37.28,27.81,233.60,16.05,1.31,0.74,0.60,1.76,0.81,310,74.52,101.25,61.04,39.93,45.46,29.74,247.70,18.73,45700.00,15.75,93.25,192.83,47.17
2025-11-20,Dyson Daniels,SG/PG,ATL,SA,7400,34.21,20.65,31.91,4.31,,,Atlanta Hawks,San Antonio Spurs,Dyson Daniels,15.00,0.14,31.00,64.80,33.10,1056.00,10.00,0.14,35.00,72.10,34.70,732.00,5.00,0.12,30.30,69.40,33.30,351.00,3.00,0.10,31.70,69.70,33.60,215.00,0.94,0.48,0.44,1.96,0.92,1533,68.88,101.11,64.11,66.98,30.67,32.04,213.90,14.49,1.01,0.49,0.48,2.08,0.98,1021,71.69,101.55,71.71,71.09,34.81,34.51,223.60,15.65,0.91,0.44,0.43,2.08,0.99,513,68.42,102.00,68.99,71.30,30.12,31.13,233.60,12.97,0.94,0.45,0.44,2.07,0.97,310,69.35,101.25,68.29,70.97,31.06,32.28,247.70,12.80,45700.00,16.19,93.25,192.83,47.17
2025-11-20,Ryan Rollins,PG/SG,MIL,PHI,7300,31.68,33.07,31.80,4.36,,,Milwaukee Bucks,Philadelphia 76ers,Ryan Rollins,15.00,0.23,33.00,69.00,30.90,970.00,10.00,0.23,31.40,67.80,30.90,639.00,5.00,0.25,33.00,73.40,31.00,316.00,3.00,0.28,28.80,70.70,30.10,186.00,1.07,0.48,0.51,2.23,1.07,1527,63.52,100.44,68.08,70.74,32.56,33.83,172.80,19.10,1.02,0.46,0.49,2.19,1.06,1012,63.14,99.75,66.83,69.51,30.95,32.19,170.00,18.47,1.06,0.45,0.52,2.37,1.16,506,62.45,98.27,71.27,75.00,32.04,33.72,173.40,19.03,0.96,0.41,0.46,2.35,1.14,309,60.19,98.60,67.68,74.41,27.57,30.31,168.70,17.07,44900.00,16.26,103.66,230.18,9.82
