game_date,player,pos,team,opp,salary,proj_mins,ownership,fp_proj,projected_value,status,game_info,team_full_name,opp_full_name,db_player,gp_sl,usg_pct_sl,fp_sl,touches_sl,min_sl,poss_sl,gp_l10,usg_pct_l10,fp_l10,touches_l10,min_l10,poss_l10,gp_l5,usg_pct_l5,fp_l5,touches_l5,min_l5,poss_l5,gp_l3,usg_pct_l3,fp_l3,touches_l3,min_l3,poss_l3,fppm_sl,fppt_sl,fppp_sl,tpm_sl,tpp_sl,team_poss_sl,poss_pct_sl,implied_poss_sl,touches_ip_sl,touches_tpm_sl,fp_proj_it_sl,fp_proj_tpm_sl,team_fp_sl,fp_per_sl,fppm_l10,fppt_l10,fppp_l10,tpm_l10,tpp_l10,team_poss_l10,poss_pct_l10,implied_poss_l10,touches_ip_l10,touches_tpm_l10,fp_proj_it_l10,fp_proj_tpm_l10,team_fp_l10,fp_per_l10,fppm_l5,fppt_l5,fppp_l5,tpm_l5,tpp_l5,team_poss_l5,poss_pct_l5,implied_poss_l5,touches_ip_l5,touches_tpm_l5,fp_proj_it_l5,fp_proj_tpm_l5,team_fp_l5,fp_per_l5,fppm_l3,fppt_l3,fppp_l3,tpm_l3,tpp_l3,team_poss_l3,poss_pct_l3,implied_poss_l3,touches_ip_l3,touches_tpm_l3,fp_proj_it_l3,fp_proj_tpm_l3,team_fp_l3,fp_per_l3,team_salary,salary_share,team_ownership,team_minutes,minutes_avail
2025-11-18,Luka Doncic,PG,LAL,UTA,12500,35.31,19.40,52.89,4.23,,,Los Angeles Lakers,Utah Jazz,Luka Dončić,10.00,0.36,61.60,93.90,37.10,775.00,8.00,0.35,58.50,94.00,36.90,620.00,5.00,0.33,52.50,82.00,35.30,369.00,3.00,0.32,54.40,83.00,37.10,237.00,1.66,0.66,0.79,2.53,1.21,1411,54.93,101.49,67.54,89.38,44.31,58.63,227.90,27.03,1.59,0.62,0.75,2.55,1.21,1001,61.94,101.70,76.40,89.96,47.55,55.98,226.10,25.87,1.49,0.64,0.71,2.32,1.11,497,74.25,102.02,84.16,82.03,53.88,52.52,192.40,27.29,1.47,0.66,0.69,2.24,1.05,303,78.22,103.12,84.74,79.00,55.54,51.78,192.30,28.29,54500.00,22.94,34.33,210.71,29.29
2025-11-18,Jalen Johnson,PF/SF,ATL,DET,9400,33.48,20.57,51.49,5.48,,,Atlanta Hawks,Detroit Pistons,Jalen Johnson,12.00,0.24,45.80,80.20,32.90,867.00,9.00,0.24,48.40,81.60,33.60,654.00,4.00,0.24,57.30,84.80,34.70,301.00,3.00,0.24,61.40,88.70,34.60,234.00,1.39,0.57,0.63,2.44,1.11,1433,60.50,101.91,68.44,81.61,39.09,46.60,227.80,20.11,1.44,0.59,0.67,2.43,1.12,1018,64.24,101.45,73.19,81.30,43.41,48.22,238.80,20.27,1.65,0.68,0.76,2.44,1.13,511,58.90,102.23,67.86,81.81,45.85,55.28,255.10,22.46,1.77,0.69,0.79,2.56,1.14,319,73.35,104.42,87.10,85.82,60.30,59.41,248.60,24.70,49100.00,19.14,46.19,206.43,33.57
2025-11-18,Cade Cunningham,PG,DET,ATL,10600,32.50,10.71,45.85,4.33,Q,,Detroit Pistons,Atlanta Hawks,Cade Cunningham,11.00,0.31,51.70,98.20,37.00,859.00,7.00,0.32,60.60,99.40,38.10,562.00,2.00,0.38,70.60,110.50,42.60,179.00,2.00,0.38,70.60,110.50,42.60,179.00,1.40,0.53,0.66,2.65,1.26,1431,60.03,101.91,76.93,86.25,40.50,45.41,236.90,21.82,1.59,0.61,0.75,2.61,1.24,1021,55.04,101.45,69.14,84.79,42.15,51.69,263.40,23.01,1.66,0.64,0.79,2.59,1.23,522,34.29,102.23,43.28,84.30,27.65,53.86,293.30,24.07,1.66,0.64,0.79,2.59,1.23,307,58.31,104.42,75.17,84.30,48.03,53.86,303.40,23.27,50500.00,20.99,37.82,215.41,24.59
2025-11-18,Lauri Markkanen,PF/SF,UTA,LAL,8300,34.36,9.60,44.64,5.38,,,Utah Jazz,Los Angeles Lakers,Lauri Markkanen,13.00,0.28,44.10,58.90,36.10,1008.00,10.00,0.28,43.00,58.00,35.50,767.00,5.00,0.28,45.60,56.60,34.60,377.00,3.00,0.30,54.80,65.00,39.00,256.00,1.22,0.75,0.57,1.63,0.76,1362,74.01,101.49,57.06,56.05,42.72,41.97,204.20,21.60,1.21,0.74,0.56,1.63,0.76,1054,72.77,101.70,55.96,56.13,41.49,41.61,204.80,21.00,1.32,0.81,0.60,1.64,0.75,543,69.43,102.02,53.17,56.20,42.84,45.28,223.90,20.37,1.41,0.84,0.64,1.67,0.76,336,76.19,103.12,59.85,57.26,50.46,48.27,256.30,21.38,44400.00,18.69,34.37,204.52,35.48
2025-11-18,Jaylen Brown,SF/SG,BOS,BKN,8600,33.32,22.29,43.03,5.00,,,Boston Celtics,Brooklyn Nets,Jaylen Brown,14.00,0.34,40.50,63.80,32.10,917.00,10.00,0.35,42.30,62.90,31.80,652.00,5.00,0.34,42.80,66.20,33.80,348.00,3.00,0.32,43.70,64.30,33.00,200.00,1.26,0.63,0.62,1.99,0.97,1351,67.88,97.34,64.36,66.23,40.85,42.04,218.90,18.50,1.33,0.67,0.65,1.98,0.96,963,67.71,96.75,63.19,65.91,42.50,44.33,223.60,18.92,1.27,0.65,0.61,1.96,0.95,479,72.65,96.05,66.37,65.27,42.91,42.20,226.60,18.89,1.32,0.68,0.66,1.95,0.96,284,70.42,95.17,64.64,64.93,43.93,44.13,231.60,18.87,47600.00,18.07,61.41,222.94,17.06
2025-11-18,Devin Booker,PG/SG,PHO,POR,9200,35.55,22.80,42.82,4.65,,,Phoenix Suns,Portland Trail Blazers,Devin Booker,14.00,0.30,43.00,73.30,35.80,1063.00,10.00,0.31,44.30,72.60,35.60,748.00,5.00,0.31,39.70,69.60,33.90,355.00,3.00,0.33,44.50,75.30,35.10,227.00,1.20,0.59,0.57,2.05,0.97,1418,74.96,102.15,73.93,72.80,43.37,42.71,201.80,21.31,1.24,0.61,0.59,2.04,0.97,1000,74.80,101.61,73.77,72.51,45.01,44.24,202.90,21.83,1.17,0.57,0.56,2.05,0.98,495,71.72,100.24,70.47,73.00,40.20,41.64,191.90,20.69,1.27,0.59,0.59,2.15,1.00,305,74.43,100.44,74.39,76.28,43.96,45.08,201.70,22.06,42600.00,21.60,109.54,215.60,24.40
2025-11-18,Deni Avdija,SF/PF,POR,PHO,8800,34.58,18.71,42.09,4.78,,,Portland Trail Blazers,Phoenix Suns,Deni Avdija,13.00,0.28,41.50,81.80,34.10,961.00,10.00,0.28,43.40,82.80,34.80,750.00,5.00,0.28,44.10,81.60,35.20,376.00,3.00,0.28,40.30,74.30,34.80,214.00,1.22,0.51,0.56,2.40,1.11,1358,70.77,102.15,79.99,82.95,40.58,42.09,182.60,22.73,1.25,0.52,0.58,2.38,1.10,1043,71.91,101.61,80.66,82.28,42.28,43.13,186.10,23.32,1.25,0.54,0.59,2.32,1.09,519,72.45,100.24,78.80,80.17,42.59,43.32,184.20,23.94,1.16,0.54,0.56,2.14,1.04,308,69.48,100.44,72.69,73.83,39.43,40.05,191.00,21.10,39900.00,22.06,105.67,203.43,36.57
2025-11-18,Shaedon Sharpe,SG/PG,POR,PHO,7000,33.74,27.61,41.76,5.97,,,Portland Trail Blazers,Phoenix Suns,Shaedon Sharpe,13.00,0.31,33.60,53.20,28.50,811.00,10.00,0.31,36.30,52.40,28.40,616.00,5.00,0.33,40.40,57.20,31.30,339.00,3.00,0.33,45.50,63.00,33.10,211.00,1.18,0.63,0.54,1.87,0.85,1358,59.72,102.15,52.02,62.98,32.86,39.78,182.60,18.40,1.28,0.69,0.59,1.85,0.85,1043,59.06,101.61,51.05,62.25,35.36,43.12,186.10,19.51,1.29,0.71,0.60,1.83,0.84,519,65.32,100.24,55.24,61.66,39.01,43.55,184.20,21.93,1.37,0.72,0.65,1.90,0.90,308,68.51,100.44,61.63,64.21,44.51,46.38,191.00,23.82,39900.00,17.54,105.67,203.43,36.57
2025-11-18,Franz Wagner,SF/PF,ORL,GS,8500,35.45,19.90,41.73,4.91,,,Orlando Magic,Golden State Warriors,Franz Wagner,14.00,0.25,39.10,62.40,35.80,1067.00,10.00,0.26,40.40,64.70,36.00,744.00,5.00,0.27,44.10,68.40,38.10,388.00,3.00,0.30,45.20,72.70,38.90,235.00,1.09,0.63,0.51,1.74,0.82,1417,75.30,100.80,62.14,61.78,38.94,38.71,189.50,20.63,1.12,0.62,0.54,1.80,0.87,997,74.62,100.11,64.97,63.70,40.57,39.78,195.30,20.69,1.16,0.64,0.57,1.80,0.88,494,78.54,99.25,68.71,63.63,44.30,41.03,205.60,21.45,1.16,0.62,0.58,1.87,0.93,300,78.33,99.41,72.27,66.24,44.93,41.19,212.10,21.31,43600.00,19.50,72.55,213.82,26.18
2025-11-18,Jimmy Butler,SF/PF,GS,ORL,7800,32.32,12.02,41.39,5.31,,,Golden State Warriors,Orlando Magic,Jimmy Butler III,14.00,0.22,37.00,63.60,30.80,912.00,9.00,0.21,37.80,64.10,29.80,573.00,5.00,0.21,42.00,70.80,30.40,329.00,3.00,0.21,44.30,81.00,33.20,215.00,1.20,0.58,0.57,2.06,0.98,1527,59.72,100.80,58.78,66.74,34.19,38.83,196.80,18.80,1.27,0.59,0.59,2.15,1.01,1015,56.45,100.11,56.90,69.52,33.55,41.00,197.10,19.18,1.38,0.59,0.64,2.33,1.08,510,64.51,99.25,68.89,75.28,40.87,44.65,202.20,20.77,1.33,0.55,0.62,2.44,1.13,307,70.03,99.41,78.69,78.86,43.03,43.13,217.80,20.34,43300.00,18.01,59.50,209.48,30.52
