game_date,player,pos,team,opp,salary,proj_mins,ownership,fp_proj,projected_value,status,game_info,team_full_name,opp_full_name,db_player,gp_sl,usg_pct_sl,fp_sl,touches_sl,min_sl,poss_sl,gp_l10,usg_pct_l10,fp_l10,touches_l10,min_l10,poss_l10,gp_l5,usg_pct_l5,fp_l5,touches_l5,min_l5,poss_l5,gp_l3,usg_pct_l3,fp_l3,touches_l3,min_l3,poss_l3,fppm_sl,fppt_sl,fppp_sl,tpm_sl,tpp_sl,team_poss_sl,poss_pct_sl,implied_poss_sl,touches_ip_sl,touches_tpm_sl,fp_proj_it_sl,fp_proj_tpm_sl,team_fp_sl,fp_per_sl,fppm_l10,fppt_l10,fppp_l10,tpm_l10,tpp_l10,team_poss_l10,poss_pct_l10,implied_poss_l10,touches_ip_l10,touches_tpm_l10,fp_proj_it_l10,fp_proj_tpm_l10,team_fp_l10,fp_per_l10,fppm_l5,fppt_l5,fppp_l5,tpm_l5,tpp_l5,team_poss_l5,poss_pct_l5,implied_poss_l5,touches_ip_l5,touches_tpm_l5,fp_proj_it_l5,fp_proj_tpm_l5,team_fp_l5,fp_per_l5,fppm_l3,fppt_l3,fppp_l3,tpm_l3,tpp_l3,team_poss_l3,poss_pct_l3,implied_poss_l3,touches_ip_l3,touches_tpm_l3,fp_proj_it_l3,fp_proj_tpm_l3,team_fp_l3,fp_per_l3,team_salary,salary_share,team_ownership,team_minutes,minutes_avail
2025-11-23,Luka Doncic,PG,LAL,UTA,12500,35.45,9.22,56.47,4.52,,,Los Angeles Lakers,Utah Jazz,Luka Dončić,11.00,0.36,61.70,93.60,36.80,853.00,9.00,0.36,58.90,93.70,36.60,698.00,5.00,0.34,56.40,84.60,36.80,389.00,3.00,0.34,61.70,89.00,37.60,243.00,1.68,0.66,0.80,2.54,1.21,1518,56.19,101.88,69.10,90.17,45.55,59.44,265.40,23.25,1.61,0.63,0.76,2.56,1.21,1010,69.11,102.03,85.19,90.76,53.55,57.05,255.60,23.04,1.53,0.67,0.72,2.30,1.09,505,77.03,103.02,86.29,81.50,57.53,54.33,244.60,23.06,1.64,0.69,0.76,2.37,1.10,307,79.15,103.78,90.26,83.91,62.57,58.17,262.40,23.51,57700.00,21.66,24.15,236.19,3.81
2025-11-23,Tyrese Maxey,PG,PHI,MIA,10400,36.91,22.93,54.91,5.28,Confirmed,,Philadelphia 76ers,Miami Heat,Tyrese Maxey,15.00,0.30,55.70,105.30,40.70,1269.00,10.00,0.30,54.10,103.30,39.50,817.00,5.00,0.32,56.50,105.80,39.90,408.00,3.00,0.31,62.00,114.70,42.00,258.00,1.37,0.53,0.66,2.59,1.24,1515,83.76,103.04,107.43,95.49,56.83,50.51,195.10,28.55,1.37,0.52,0.66,2.62,1.26,1004,81.37,102.75,105.72,96.52,55.37,50.55,204.60,26.44,1.42,0.53,0.69,2.65,1.30,496,82.26,101.59,108.35,97.87,57.86,52.26,200.00,28.25,1.48,0.54,0.72,2.73,1.33,302,85.43,102.06,116.29,100.80,62.86,54.48,204.20,30.36,46200.00,22.51,75.33,217.03,22.97
2025-11-23,Shai Gilgeous-Alexander,PG,OKC,POR,10900,31.23,14.63,51.02,4.68,,,Oklahoma City Thunder,Portland Trail Blazers,Shai Gilgeous-Alexander,17.00,0.33,52.90,68.10,33.20,1183.00,10.00,0.32,52.70,62.00,31.30,670.00,5.00,0.31,50.70,60.20,30.70,326.00,3.00,0.30,48.60,63.30,31.60,201.00,1.59,0.78,0.76,2.05,0.98,1748,67.68,102.28,67.74,64.07,52.62,49.77,250.70,21.10,1.68,0.85,0.79,1.98,0.93,1019,65.75,102.47,62.35,61.87,52.99,52.59,242.00,21.78,1.65,0.84,0.78,1.96,0.92,506,64.43,102.12,60.75,61.25,51.16,51.58,236.00,21.48,1.54,0.77,0.73,2.00,0.94,308,65.26,103.50,63.81,62.57,48.99,48.04,239.40,20.30,51400.00,21.21,46.58,224.70,15.30
2025-11-23,Jalen Johnson,PF/SF,ATL,CHA,10100,34.25,12.17,50.13,4.96,,,Atlanta Hawks,Charlotte Hornets,Jalen Johnson,15.00,0.24,46.80,83.10,33.70,1104.00,9.00,0.25,49.50,86.10,35.10,679.00,5.00,0.26,57.40,98.20,38.30,414.00,3.00,0.27,50.90,94.70,37.20,237.00,1.39,0.56,0.64,2.47,1.13,1734,63.67,101.36,72.86,84.46,41.04,47.57,179.60,26.06,1.41,0.57,0.66,2.45,1.14,1014,66.96,100.19,76.57,84.02,44.02,48.30,189.10,26.18,1.50,0.58,0.69,2.56,1.19,511,81.02,100.72,96.78,87.82,56.57,51.33,201.30,28.51,1.37,0.54,0.64,2.55,1.20,301,78.74,100.16,94.54,87.19,50.81,46.87,182.70,27.86,38600.00,26.17,55.47,176.05,63.95
2025-11-23,Deni Avdija,SF/PF,POR,OKC,9500,34.31,13.08,45.21,4.76,,,Portland Trail Blazers,Oklahoma City Thunder,Deni Avdija,16.00,0.27,42.90,85.70,34.30,1195.00,10.00,0.28,46.80,89.20,35.50,771.00,5.00,0.27,45.50,92.40,35.10,377.00,3.00,0.26,48.60,102.30,35.40,234.00,1.25,0.50,0.57,2.50,1.15,1673,71.43,102.28,83.83,85.73,41.96,42.92,182.20,23.55,1.32,0.52,0.61,2.51,1.16,1043,73.92,102.47,87.63,86.22,45.98,45.24,185.20,25.27,1.30,0.49,0.60,2.63,1.23,527,71.54,102.12,89.52,90.33,44.08,44.48,206.80,22.00,1.37,0.48,0.62,2.89,1.31,315,74.29,103.50,100.84,99.16,47.91,47.11,235.80,20.61,44500.00,21.35,55.04,213.13,26.87
2025-11-23,Lauri Markkanen,PF/SF,UTA,LAL,8300,34.11,3.73,44.27,5.33,,,Utah Jazz,Los Angeles Lakers,Lauri Markkanen,15.00,0.27,43.60,57.00,35.80,1154.00,10.00,0.27,41.40,55.70,34.90,753.00,5.00,0.27,49.00,56.80,36.70,402.00,3.00,0.27,50.00,58.30,37.70,245.00,1.22,0.76,0.57,1.59,0.74,1572,73.41,101.88,55.41,54.30,42.39,41.54,214.10,20.36,1.19,0.74,0.55,1.60,0.74,1052,71.58,102.03,54.02,54.43,40.15,40.46,219.60,18.85,1.34,0.86,0.61,1.55,0.71,546,73.63,103.02,53.59,52.79,46.23,45.54,249.00,19.68,1.33,0.86,0.61,1.55,0.71,335,73.13,103.78,54.18,52.74,46.47,45.24,242.50,20.62,47100.00,17.62,20.38,211.13,28.87
2025-11-23,Donovan Mitchell,SG/PG,CLE,LAC,9400,33.22,12.80,44.16,4.70,,,Cleveland Cavaliers,LA Clippers,Donovan Mitchell,15.00,0.31,46.20,78.30,34.10,1115.00,9.00,0.32,49.70,82.80,34.40,672.00,5.00,0.34,45.40,80.20,34.50,368.00,3.00,0.32,44.10,74.00,34.70,220.00,1.35,0.59,0.62,2.30,1.05,1755,63.53,99.89,66.85,76.28,39.44,45.01,216.00,21.39,1.44,0.60,0.67,2.41,1.11,1037,64.80,99.78,71.70,79.96,43.04,48.00,220.30,22.56,1.32,0.57,0.62,2.32,1.09,504,73.02,99.79,79.40,77.23,44.95,43.72,204.50,22.20,1.27,0.60,0.60,2.13,1.01,302,72.85,99.58,73.20,70.85,43.62,42.22,211.60,20.84,50500.00,18.61,45.98,230.99,9.01
2025-11-23,Michael Porter,PF/SF,BKN,TOR,8100,33.15,3.95,43.10,5.32,,,Brooklyn Nets,Toronto Raptors,Michael Porter Jr.,14.00,0.28,39.30,61.90,32.90,960.00,9.00,0.29,42.00,64.90,33.40,621.00,5.00,0.26,44.70,68.00,35.30,362.00,3.00,0.26,46.70,67.70,34.90,218.00,1.19,0.63,0.57,1.88,0.90,1467,65.44,99.94,59.04,62.38,37.48,39.60,197.00,19.95,1.26,0.65,0.61,1.94,0.94,972,63.89,98.97,59.47,64.42,38.49,41.69,209.50,20.05,1.27,0.66,0.62,1.93,0.94,479,75.57,98.91,70.21,63.87,46.15,41.98,220.30,20.29,1.34,0.69,0.64,1.94,0.93,291,74.91,99.34,69.33,64.31,47.83,44.36,228.10,20.47,43500.00,18.62,71.71,228.19,11.81
2025-11-23,Jaylen Brown,SF/SG,BOS,ORL,8600,32.12,9.26,42.86,4.98,,,Boston Celtics,Orlando Magic,Jaylen Brown,16.00,0.34,40.40,63.90,32.10,1048.00,10.00,0.36,41.10,63.60,31.80,656.00,5.00,0.34,42.10,64.60,32.50,331.00,3.00,0.37,46.80,70.00,34.10,210.00,1.26,0.63,0.62,1.99,0.98,1543,67.92,98.62,65.35,63.94,41.31,40.43,198.70,20.33,1.29,0.65,0.63,2.00,0.97,963,68.12,97.71,64.53,64.24,41.70,41.52,200.70,20.48,1.30,0.65,0.64,1.99,0.98,476,69.54,97.16,65.93,63.85,42.97,41.61,211.60,19.90,1.37,0.67,0.67,2.05,1.00,286,73.43,99.08,72.75,65.94,48.64,44.08,208.90,22.40,43800.00,19.63,50.17,207.27,32.73
2025-11-23,Scottie Barnes,PF/SF,TOR,BKN,8700,32.40,19.54,42.25,4.86,,,Toronto Raptors,Brooklyn Nets,Scottie Barnes,16.00,0.23,43.40,66.10,32.60,1113.00,10.00,0.23,45.60,64.80,32.30,678.00,5.00,0.23,44.30,64.20,33.10,353.00,3.00,0.24,37.80,61.00,33.10,214.00,1.33,0.66,0.62,2.03,0.95,1631,68.24,99.94,64.80,65.70,42.55,43.14,228.80,18.97,1.41,0.70,0.67,2.01,0.96,1005,67.46,98.97,63.81,65.01,44.91,45.74,232.70,19.60,1.34,0.69,0.63,1.94,0.91,509,69.35,98.91,62.38,62.85,43.04,43.37,231.00,19.18,1.14,0.62,0.53,1.84,0.86,305,70.16,99.34,59.60,59.71,36.93,37.00,228.00,16.58,54000.00,16.11,58.24,238.74,1.26
