game_date,player,pos,team,opp,salary,proj_mins,ownership,fp_proj,projected_value,status,game_info,team_full_name,opp_full_name,db_player,gp_sl,usg_pct_sl,fp_sl,touches_sl,min_sl,poss_sl,gp_l10,usg_pct_l10,fp_l10,touches_l10,min_l10,poss_l10,gp_l5,usg_pct_l5,fp_l5,touches_l5,min_l5,poss_l5,gp_l3,usg_pct_l3,fp_l3,touches_l3,min_l3,poss_l3,fppm_sl,fppt_sl,fppp_sl,tpm_sl,tpp_sl,team_poss_sl,poss_pct_sl,implied_poss_sl,touches_ip_sl,touches_tpm_sl,fp_proj_it_sl,fp_proj_tpm_sl,team_fp_sl,fp_per_sl,fppm_l10,fppt_l10,fppp_l10,tpm_l10,tpp_l10,team_poss_l10,poss_pct_l10,implied_poss_l10,touches_ip_l10,touches_tpm_l10,fp_proj_it_l10,fp_proj_tpm_l10,team_fp_l10,fp_per_l10,fppm_l5,fppt_l5,fppp_l5,tpm_l5,tpp_l5,team_poss_l5,poss_pct_l5,implied_poss_l5,touches_ip_l5,touches_tpm_l5,fp_proj_it_l5,fp_proj_tpm_l5,team_fp_l5,fp_per_l5,fppm_l3,fppt_l3,fppp_l3,tpm_l3,tpp_l3,team_poss_l3,poss_pct_l3,implied_poss_l3,touches_ip_l3,touches_tpm_l3,fp_proj_it_l3,fp_proj_tpm_l3,team_fp_l3,fp_per_l3,team_salary,salary_share,team_ownership,team_minutes,minutes_avail
2025-11-11,Shai Gilgeous-Alexander,PG,OKC,GS,11300,33.49,20.26,51.57,4.56,,,Oklahoma City Thunder,Golden State Warriors,Shai Gilgeous-Alexander,11.00,0.33,53.20,71.90,34.80,796.00,10.00,0.33,52.80,68.70,33.60,706.00,5.00,0.32,51.10,62.60,32.30,346.00,3.00,0.32,51.00,64.00,34.10,222.00,1.53,0.74,0.74,2.07,0.99,1141,69.76,100.51,69.67,69.20,51.55,51.20,240.80,22.09,1.57,0.77,0.75,2.04,0.97,1030,68.54,100.90,67.30,68.48,51.72,52.63,240.60,21.95,1.58,0.82,0.74,1.94,0.90,511,67.71,101.40,62.11,64.91,50.70,52.99,235.50,21.70,1.50,0.80,0.69,1.88,0.86,313,70.93,102.50,62.88,62.86,50.10,50.09,236.20,21.59,48100.00,23.49,90.82,213.87,26.13
2025-11-11,Tyrese Maxey,PG,PHI,BOS,10000,37.55,23.20,50.46,5.05,,,Philadelphia 76ers,Boston Celtics,Tyrese Maxey,10.00,0.29,55.30,105.00,41.10,861.00,10.00,0.29,55.30,105.00,41.10,861.00,5.00,0.29,51.70,100.80,39.10,409.00,3.00,0.31,50.80,104.30,39.10,244.00,1.35,0.53,0.64,2.55,1.22,1019,84.49,98.97,101.98,95.92,53.71,50.52,218.10,25.36,1.35,0.53,0.64,2.55,1.22,1019,84.49,98.83,101.84,95.92,53.63,50.52,218.10,25.36,1.32,0.51,0.63,2.58,1.23,508,80.51,99.70,98.91,96.80,50.73,49.65,220.00,23.50,1.30,0.49,0.62,2.67,1.28,305,80.00,99.91,102.50,100.16,49.92,48.78,213.80,23.76,45200.00,22.12,95.35,222.85,17.15
2025-11-11,Karl-Anthony Towns,C/PF,NY,MEM,8500,30.59,19.50,45.52,5.36,,,New York Knicks,Memphis Grizzlies,Karl-Anthony Towns,9.00,0.25,43.00,54.80,32.60,619.00,9.00,0.25,43.00,54.80,32.60,619.00,5.00,0.27,47.00,53.80,31.60,332.00,3.00,0.30,47.80,53.30,30.00,189.00,1.32,0.78,0.63,1.68,0.80,892,69.39,101.05,55.87,51.42,43.84,40.35,227.50,18.90,1.32,0.78,0.63,1.68,0.80,892,69.39,100.77,55.72,51.42,43.72,40.35,227.50,18.90,1.49,0.87,0.71,1.70,0.81,493,67.34,99.30,54.18,52.08,47.33,45.50,227.90,20.62,1.59,0.90,0.76,1.78,0.85,294,64.29,99.84,54.30,54.35,48.70,48.74,230.30,20.76,50000.00,17.00,82.32,221.02,18.98
2025-11-11,Scottie Barnes,PF/SF,TOR,BKN,8600,32.55,23.86,45.20,5.26,,,Toronto Raptors,Brooklyn Nets,Scottie Barnes,10.00,0.24,43.40,68.20,32.50,699.00,10.00,0.24,43.40,68.20,32.50,699.00,5.00,0.23,46.30,67.00,32.20,334.00,3.00,0.22,44.50,65.30,31.40,200.00,1.34,0.64,0.62,2.10,0.98,1025,68.20,100.72,67.02,68.30,42.65,43.47,212.10,20.46,1.34,0.64,0.62,2.10,0.98,1025,68.20,100.72,67.02,68.30,42.65,43.47,212.10,20.46,1.44,0.69,0.69,2.08,1.00,497,67.20,99.20,66.87,67.73,46.21,46.80,221.20,20.93,1.42,0.68,0.67,2.08,0.98,303,66.01,99.84,64.55,67.69,43.99,46.13,222.80,19.97,46500.00,18.49,78.64,210.30,29.70
2025-11-11,Jaylen Brown,SF/SG,BOS,PHI,8700,32.66,21.82,42.36,4.87,,,Boston Celtics,Philadelphia 76ers,Jaylen Brown,11.00,0.35,39.70,63.60,31.90,717.00,10.00,0.36,40.00,63.20,31.40,642.00,5.00,0.39,40.10,62.60,31.10,325.00,3.00,0.38,44.40,66.30,32.00,204.00,1.24,0.62,0.61,1.99,0.98,1067,67.20,98.97,64.89,65.11,40.51,40.64,214.00,18.55,1.27,0.63,0.62,2.01,0.98,967,66.39,98.83,64.59,65.73,40.88,41.60,217.10,18.42,1.29,0.64,0.62,2.01,0.96,487,66.74,99.70,64.08,65.74,41.05,42.11,211.00,19.00,1.39,0.67,0.65,2.07,0.97,293,69.62,99.91,67.82,67.67,45.42,45.31,233.10,19.05,47700.00,18.24,77.54,224.24,15.76
2025-11-11,Isaiah Hartenstein,C,OKC,GS,6800,28.75,8.75,41.47,6.10,,,Oklahoma City Thunder,Golden State Warriors,Isaiah Hartenstein,11.00,0.16,36.60,54.60,30.10,685.00,10.00,0.17,37.50,54.40,29.40,616.00,5.00,0.19,43.50,53.00,28.30,303.00,3.00,0.20,45.50,58.70,30.70,201.00,1.22,0.67,0.59,1.81,0.88,1141,60.04,100.51,52.91,52.14,35.46,34.95,240.80,15.20,1.28,0.69,0.61,1.85,0.88,1030,59.81,100.90,53.29,53.19,36.74,36.67,240.60,15.59,1.54,0.82,0.72,1.87,0.87,511,59.30,101.40,52.59,53.83,43.16,44.18,235.50,18.47,1.48,0.78,0.68,1.91,0.88,313,64.22,102.50,57.67,54.96,44.70,42.60,236.20,19.26,48100.00,14.14,90.82,213.87,26.13
2025-11-11,OG Anunoby,SF/PF,NY,MEM,6700,31.93,18.22,38.56,5.76,,,New York Knicks,Memphis Grizzlies,OG Anunoby,9.00,0.20,36.40,51.40,33.20,627.00,9.00,0.20,36.40,51.40,33.20,627.00,5.00,0.21,39.20,49.20,32.40,336.00,3.00,0.21,39.50,49.00,30.20,188.00,1.10,0.71,0.52,1.55,0.74,892,70.29,101.05,52.41,49.43,37.11,35.01,227.50,16.00,1.10,0.71,0.52,1.55,0.74,892,70.29,100.77,52.26,49.43,37.01,35.01,227.50,16.00,1.21,0.80,0.58,1.52,0.73,493,68.15,99.30,49.55,48.49,39.48,38.63,227.90,17.20,1.31,0.81,0.63,1.62,0.78,294,63.95,99.84,49.92,51.81,40.24,41.76,230.30,17.15,50000.00,13.40,82.32,221.02,18.98
2025-11-11,Nic Claxton,C,BKN,TOR,6300,28.43,15.96,37.43,5.94,,,Brooklyn Nets,Toronto Raptors,Nic Claxton,10.00,0.18,33.00,47.30,28.20,582.00,10.00,0.18,33.00,47.30,28.20,582.00,5.00,0.18,40.40,51.00,30.10,306.00,3.00,0.17,39.00,48.00,28.80,174.00,1.17,0.70,0.57,1.68,0.81,988,58.91,100.72,48.22,47.69,33.64,33.27,174.70,18.89,1.17,0.70,0.57,1.68,0.81,988,58.91,100.72,48.22,47.69,33.64,33.27,174.70,18.89,1.34,0.79,0.66,1.69,0.83,493,62.07,99.20,51.31,48.17,40.65,38.16,189.50,21.32,1.35,0.81,0.67,1.67,0.83,295,58.98,99.84,48.74,47.38,39.60,38.50,188.50,20.69,41900.00,15.04,98.39,213.17,26.83
2025-11-11,Derrick White,SG/PG,BOS,PHI,7500,32.48,15.35,37.33,4.98,,,Boston Celtics,Philadelphia 76ers,Derrick White,11.00,0.22,34.90,82.80,32.80,734.00,10.00,0.22,34.30,81.80,32.50,658.00,5.00,0.19,35.80,79.40,30.80,314.00,3.00,0.20,41.50,89.00,34.10,208.00,1.06,0.42,0.52,2.52,1.24,1067,68.79,98.97,84.48,81.99,35.61,34.56,214.00,16.31,1.06,0.42,0.52,2.52,1.24,967,68.05,98.83,83.60,81.75,35.06,34.28,217.10,15.80,1.16,0.45,0.57,2.58,1.26,487,64.48,99.70,81.27,83.73,36.65,37.75,211.00,16.97,1.22,0.47,0.60,2.61,1.28,293,70.99,99.91,91.04,84.77,42.45,39.53,233.10,17.80,47700.00,15.72,77.54,224.24,15.76
2025-11-11,Jalen Brunson,PG,NY,MEM,8400,30.27,17.91,36.68,4.37,,,New York Knicks,Memphis Grizzlies,Jalen Brunson,9.00,0.31,41.20,93.80,33.40,630.00,9.00,0.31,41.20,93.80,33.40,630.00,5.00,0.30,37.60,91.20,32.30,332.00,3.00,0.28,34.20,84.70,31.30,189.00,1.23,0.44,0.59,2.81,1.34,892,70.63,101.05,95.63,85.02,42.01,37.34,227.50,18.11,1.23,0.44,0.59,2.81,1.34,892,70.63,100.77,95.37,85.02,41.89,37.34,227.50,18.11,1.16,0.41,0.57,2.82,1.37,493,67.34,99.30,91.85,85.48,37.87,35.24,227.90,16.50,1.09,0.40,0.54,2.71,1.34,294,64.29,99.84,86.29,81.92,34.84,33.08,230.30,14.85,50000.00,16.80,82.32,221.02,18.98
2025-11-11,Pascal Siakam,PF/C,IND,UTA,9500,33.87,25.82,36.42,3.83,,,Indiana Pacers,Utah Jazz,Pascal Siakam,9.00,0.30,44.70,81.10,35.40,692.00,9.00,0.30,44.70,81.10,35.40,692.00,4.00,0.30,42.60,81.30,36.30,316.00,2.00,0.29,34.00,78.00,34.60,153.00,1.26,0.55,0.58,2.29,1.05,1047,66.09,101.83,70.99,77.59,39.13,42.76,185.70,24.07,1.26,0.55,0.58,2.29,1.05,1047,66.09,101.83,70.99,77.59,39.13,42.76,185.70,24.07,1.17,0.52,0.54,2.24,1.03,512,61.72,101.60,64.53,75.85,33.81,39.75,203.10,20.97,0.98,0.44,0.44,2.25,1.02,306,50.00,102.25,52.13,76.35,22.72,33.28,204.20,16.65,43600.00,21.79,82.45,197.39,42.61
