game_date,player,pos,team,opp,salary,proj_mins,ownership,fp_proj,projected_value,status,game_info,team_full_name,opp_full_name,db_player,gp_sl,usg_pct_sl,fp_sl,touches_sl,min_sl,poss_sl,gp_l10,usg_pct_l10,fp_l10,touches_l10,min_l10,poss_l10,gp_l5,usg_pct_l5,fp_l5,touches_l5,min_l5,poss_l5,gp_l3,usg_pct_l3,fp_l3,touches_l3,min_l3,poss_l3,fppm_sl,fppt_sl,fppp_sl,tpm_sl,tpp_sl,team_poss_sl,poss_pct_sl,implied_poss_sl,touches_ip_sl,touches_tpm_sl,fp_proj_it_sl,fp_proj_tpm_sl,team_fp_sl,fp_per_sl,fppm_l10,fppt_l10,fppp_l10,tpm_l10,tpp_l10,team_poss_l10,poss_pct_l10,implied_poss_l10,touches_ip_l10,touches_tpm_l10,fp_proj_it_l10,fp_proj_tpm_l10,team_fp_l10,fp_per_l10,fppm_l5,fppt_l5,fppp_l5,tpm_l5,tpp_l5,team_poss_l5,poss_pct_l5,implied_poss_l5,touches_ip_l5,touches_tpm_l5,fp_proj_it_l5,fp_proj_tpm_l5,team_fp_l5,fp_per_l5,fppm_l3,fppt_l3,fppp_l3,tpm_l3,tpp_l3,team_poss_l3,poss_pct_l3,implied_poss_l3,touches_ip_l3,touches_tpm_l3,fp_proj_it_l3,fp_proj_tpm_l3,team_fp_l3,fp_per_l3,team_salary,salary_share,team_ownership,team_minutes,minutes_avail
2025-11-09,Giannis Antetokounmpo,PF,MIL,HOU,12300,32.24,11.02,57.28,4.66,,,Milwaukee Bucks,Houston Rockets,Giannis Antetokounmpo,8,0.35,62.40,77.90,32.00,551,8,0.35,62.40,77.90,32.00,551,4,0.34,58.50,75.30,31.20,268,3,0.36,59.20,72.70,30.90,201,1.95,0.80,0.91,2.43,1.13,924,59.63,100.79,67.98,78.48,54.45,62.86,226.20,27.59,1.95,0.80,0.91,2.43,1.13,924,59.63,100.79,67.98,78.48,54.45,62.86,226.20,27.59,1.88,0.78,0.87,2.41,1.12,513,52.24,101.90,59.83,77.81,46.48,60.45,221.10,26.46,1.92,0.81,0.88,2.35,1.09,310,64.84,102.91,72.40,75.85,58.96,61.76,213.40,27.74,47400.00,25.95,35.65,214.42,25.58
2025-11-09,Tyrese Maxey,PG,PHI,DET,9700,37.44,16.07,52.12,5.37,,,Philadelphia 76ers,Detroit Pistons,Tyrese Maxey,9,0.28,55.70,104.70,41.40,785,9,0.28,55.70,104.70,41.40,785,5,0.27,54.20,100.60,40.20,422,3,0.29,53.90,100.70,39.50,253,1.35,0.53,0.64,2.53,1.20,920,85.33,101.09,103.54,94.68,55.08,50.37,211.00,26.40,1.35,0.53,0.64,2.53,1.20,920,85.33,101.09,103.54,94.68,55.08,50.37,211.00,26.40,1.35,0.54,0.64,2.50,1.19,506,83.40,100.70,100.10,93.69,53.93,50.48,206.10,26.30,1.36,0.54,0.64,2.55,1.19,307,82.41,101.09,99.48,95.45,53.25,51.09,210.70,25.58,41000.00,23.66,109.78,214.95,25.05
2025-11-09,Cade Cunningham,PG,DET,PHI,10200,34.75,18.17,51.36,5.04,,,Detroit Pistons,Philadelphia 76ers,Cade Cunningham,9,0.29,47.50,95.40,35.70,680,9,0.29,47.50,95.40,35.70,680,5,0.29,56.60,95.00,36.30,383,3,0.31,49.90,91.00,36.20,227,1.33,0.50,0.63,2.67,1.26,909,74.81,101.09,95.49,92.86,47.54,46.23,196.50,24.17,1.33,0.50,0.63,2.67,1.26,909,74.81,101.09,95.49,92.86,47.54,46.23,196.50,24.17,1.56,0.60,0.74,2.62,1.24,499,76.75,100.70,95.86,90.94,57.11,54.18,214.10,26.44,1.38,0.55,0.66,2.51,1.20,299,75.92,101.09,92.30,87.35,50.61,47.90,209.10,23.86,44700.00,22.82,107.61,219.70,20.30
2025-11-09,Shai Gilgeous-Alexander,PG,OKC,MEM,11300,32.06,11.53,50.31,4.45,,,Oklahoma City Thunder,Memphis Grizzlies,Shai Gilgeous-Alexander,10,0.34,52.80,72.90,34.80,722,10,0.34,52.80,72.90,34.80,722,5,0.32,49.30,63.40,31.00,333,3,0.32,51.80,63.70,32.00,209,1.52,0.72,0.73,2.09,1.01,1041,69.36,101.69,71.21,67.16,51.58,48.64,261.70,20.18,1.52,0.72,0.73,2.09,1.01,1041,69.36,101.69,71.21,67.16,51.58,48.64,261.70,20.18,1.59,0.78,0.74,2.05,0.95,513,64.91,101.00,62.41,65.57,48.53,50.99,257.30,19.16,1.62,0.81,0.74,1.99,0.91,312,66.99,102.50,62.78,63.82,51.05,51.90,246.00,21.06,52400.00,21.56,59.30,231.40,8.60
2025-11-09,Alperen Sengun,C,HOU,MIL,9500,33.74,8.36,47.63,5.01,,,Houston Rockets,Milwaukee Bucks,Alperen Sengun,8,0.26,49.10,82.50,36.70,610,8,0.26,49.10,82.50,36.70,610,5,0.26,49.30,82.40,35.20,374,3,0.29,49.60,91.30,36.80,240,1.34,0.60,0.64,2.25,1.08,812,75.12,100.79,81.92,75.85,48.76,45.14,234.50,20.94,1.34,0.60,0.64,2.25,1.08,812,75.12,100.79,81.92,75.85,48.76,45.14,234.50,20.94,1.40,0.60,0.66,2.34,1.10,505,74.06,101.90,83.13,78.99,49.74,47.26,242.00,20.37,1.35,0.54,0.62,2.48,1.14,307,78.18,102.91,91.81,83.71,49.88,45.48,232.70,21.31,48100.00,19.75,67.85,224.54,15.46
2025-11-09,Julius Randle,PF,MIN,SAC,8700,32.63,8.40,45.85,5.27,,,Minnesota Timberwolves,Sacramento Kings,Julius Randle,9,0.27,45.40,67.90,34.00,642,9,0.27,45.40,67.90,34.00,642,5,0.29,46.30,68.60,33.10,349,3,0.28,46.10,70.30,32.60,207,1.34,0.67,0.64,2.00,0.95,902,71.18,101.41,68.70,65.16,45.94,43.57,220.40,20.60,1.34,0.67,0.64,2.00,0.95,902,71.18,101.41,68.70,65.16,45.94,43.57,220.40,20.60,1.40,0.67,0.66,2.07,0.98,500,69.80,101.65,69.73,67.62,47.06,45.64,231.40,20.01,1.41,0.66,0.67,2.16,1.02,301,68.77,103.00,72.17,70.36,47.33,46.14,225.30,20.46,48300.00,18.01,55.45,216.94,23.06
2025-11-09,Jalen Duren,C,DET,PHI,7700,31.91,18.25,45.32,5.89,,,Detroit Pistons,Philadelphia 76ers,Jalen Duren,9,0.24,39.40,45.40,26.80,508,9,0.24,39.40,45.40,26.80,508,5,0.23,46.20,51.60,32.20,334,3,0.22,46.50,54.00,33.00,204,1.47,0.87,0.70,1.69,0.80,909,55.89,101.09,45.44,54.06,39.44,46.92,196.50,20.05,1.47,0.87,0.70,1.69,0.80,909,55.89,101.09,45.44,54.06,39.44,46.92,196.50,20.05,1.43,0.90,0.69,1.60,0.77,499,66.93,100.70,52.07,51.14,46.62,45.79,214.10,21.58,1.41,0.86,0.68,1.64,0.79,299,68.23,101.09,54.77,52.22,47.16,44.97,209.10,22.24,44700.00,17.23,107.61,219.70,20.30
2025-11-09,Paolo Banchero,PF/SF,ORL,BOS,9000,34.33,11.61,45.19,5.02,,,Orlando Magic,Boston Celtics,Paolo Banchero,9,0.26,43.30,70.90,34.60,671,9,0.26,43.30,70.90,34.60,671,5,0.26,46.40,70.40,33.30,358,3,0.25,44.40,68.70,33.10,219,1.25,0.61,0.58,2.05,0.95,923,72.70,99.83,69.02,70.34,42.15,42.96,217.50,19.91,1.25,0.61,0.58,2.05,0.95,923,72.70,99.83,69.02,70.34,42.15,42.96,217.50,19.91,1.39,0.66,0.65,2.11,0.98,503,71.17,99.20,69.42,72.57,45.75,47.83,223.60,20.75,1.34,0.65,0.61,2.08,0.94,306,71.57,100.25,67.52,71.24,43.64,46.04,225.70,19.67,45600.00,19.74,53.77,213.25,26.75
2025-11-09,Jaylen Brown,SF/SG,BOS,ORL,8600,32.73,16.03,44.04,5.12,,,Boston Celtics,Orlando Magic,Jaylen Brown,10,0.34,40.00,63.40,31.70,648,10,0.34,40.00,63.40,31.70,648,5,0.38,41.90,61.60,30.70,318,3,0.39,48.10,70.00,33.30,211,1.26,0.63,0.62,2.00,0.98,971,66.74,99.83,65.18,65.46,41.12,41.30,193.10,20.71,1.26,0.63,0.62,2.00,0.98,971,66.74,99.83,65.18,65.46,41.12,41.30,193.10,20.71,1.36,0.68,0.66,2.01,0.97,488,65.16,99.20,62.61,65.68,42.59,44.67,186.40,22.48,1.44,0.69,0.68,2.10,1.00,293,72.01,100.25,71.85,68.80,49.37,47.28,208.90,23.03,40600.00,21.18,57.40,192.11,47.89
2025-11-09,Karl-Anthony Towns,C/PF,NY,BKN,8400,30.69,16.30,42.03,5.00,,,New York Knicks,Brooklyn Nets,Karl-Anthony Towns,8,0.25,42.20,55.80,33.10,562,8,0.25,42.20,55.80,33.10,562,5,0.24,42.50,56.00,33.00,346,3,0.26,48.20,57.70,32.60,209,1.27,0.76,0.60,1.69,0.79,797,70.51,99.54,55.75,51.73,42.16,39.12,234.20,18.02,1.27,0.76,0.60,1.69,0.79,797,70.51,99.54,55.75,51.73,42.16,39.12,234.20,18.02,1.29,0.76,0.61,1.70,0.81,495,69.90,99.10,56.06,52.07,42.54,39.52,235.00,18.09,1.48,0.84,0.69,1.77,0.83,300,69.67,99.41,57.36,54.31,47.92,45.37,248.80,19.37,47500.00,17.68,51.64,210.61,29.39
2025-11-09,Isaiah Hartenstein,C,OKC,MEM,6800,28.50,6.79,41.61,6.12,,,Oklahoma City Thunder,Memphis Grizzlies,Isaiah Hartenstein,10,0.16,36.60,54.40,30.00,621,10,0.16,36.60,54.40,30.00,621,5,0.20,43.60,55.40,27.40,293,3,0.19,44.60,52.00,28.40,185,1.22,0.67,0.59,1.81,0.88,1041,59.65,101.69,53.14,51.69,35.75,34.78,261.70,13.99,1.22,0.67,0.59,1.81,0.88,1041,59.65,101.69,53.14,51.69,35.75,34.78,261.70,13.99,1.59,0.79,0.74,2.02,0.95,513,57.12,101.00,54.54,57.63,42.92,45.36,257.30,16.95,1.57,0.86,0.72,1.83,0.84,312,59.29,102.50,51.25,52.19,43.96,44.76,246.00,18.13,52400.00,12.98,59.30,231.40,8.60
2025-11-09,Pascal Siakam,PF/C,IND,GS,9600,33.84,5.51,40.62,4.23,,,Indiana Pacers,Golden State Warriors,Pascal Siakam,9,0.30,44.70,81.10,35.40,692,9,0.30,44.70,81.10,35.40,692,5,0.30,40.00,77.60,35.00,377,3,0.30,42.30,81.30,35.70,237,1.26,0.55,0.58,2.29,1.05,947,73.07,101.62,78.32,77.52,43.17,42.73,163.80,27.29,1.26,0.55,0.58,2.29,1.05,947,73.07,101.62,78.32,77.52,43.17,42.73,163.80,27.29,1.14,0.52,0.53,2.22,1.03,513,73.49,101.70,76.92,75.02,39.65,38.67,179.60,22.27,1.18,0.52,0.54,2.28,1.03,310,76.45,101.50,79.86,77.06,41.55,40.09,191.10,22.14,38600.00,24.87,37.57,178.11,61.89
2025-11-09,Jalen Brunson,PG,NY,BKN,8500,31.02,9.87,40.56,4.77,,,New York Knicks,Brooklyn Nets,Jalen Brunson,8,0.32,43.20,96.10,34.00,574,8,0.32,43.20,96.10,34.00,574,5,0.32,42.40,94.20,33.50,348,3,0.29,40.90,90.30,32.50,201,1.27,0.45,0.60,2.83,1.34,797,72.02,99.54,96.02,87.69,43.16,39.42,234.20,18.45,1.27,0.45,0.60,2.83,1.34,797,72.02,99.54,96.02,87.69,43.16,39.42,234.20,18.45,1.27,0.45,0.61,2.81,1.35,495,70.30,99.10,94.30,87.24,42.44,39.27,235.00,18.04,1.26,0.45,0.61,2.78,1.35,300,67.00,99.41,89.77,86.20,40.66,39.04,248.80,16.44,47500.00,17.89,51.64,210.61,29.39
2025-11-09,Russell Westbrook,PG,SAC,MIN,7300,29.50,4.96,38.36,5.25,,,Sacramento Kings,Minnesota Timberwolves,Russell Westbrook,9,0.23,34.50,62.80,29.30,578,9,0.23,34.50,62.80,29.30,578,5,0.23,42.20,74.20,34.10,371,3,0.25,48.50,84.00,36.00,243,1.18,0.55,0.54,2.14,0.98,924,62.55,101.41,62.03,63.23,34.08,34.73,210.10,16.42,1.18,0.55,0.54,2.14,0.98,924,62.55,101.41,62.03,63.23,34.08,34.73,210.10,16.42,1.24,0.57,0.57,2.18,1.00,518,71.62,101.65,72.80,64.19,41.41,36.51,215.70,19.56,1.35,0.58,0.60,2.33,1.04,318,76.42,103.00,81.62,68.83,47.13,39.74,209.50,23.15,43500.00,16.78,40.83,203.00,37.00
2025-11-09,Nic Claxton,C,BKN,NY,6400,28.04,10.03,37.43,5.85,,,Brooklyn Nets,New York Knicks,Nic Claxton,9,0.18,33.30,49.00,28.90,540,9,0.18,33.30,49.00,28.90,540,5,0.19,41.50,54.60,31.40,323,3,0.17,42.60,53.70,31.40,192,1.15,0.68,0.55,1.70,0.82,892,60.54,99.54,49.21,47.53,33.44,32.30,189.90,17.54,1.15,0.68,0.55,1.70,0.82,892,60.54,99.54,49.21,47.53,33.44,32.30,189.90,17.54,1.32,0.76,0.64,1.74,0.85,494,65.38,99.10,54.77,48.75,41.63,37.05,207.00,20.05,1.36,0.79,0.67,1.71,0.84,295,65.08,99.41,54.29,47.95,43.07,38.04,215.50,19.77,46600.00,13.73,59.81,236.49,3.51
2025-11-09,Amen Thompson,SG/PG,HOU,MIL,8000,33.48,15.50,37.30,4.66,,,Houston Rockets,Milwaukee Bucks,Amen Thompson,8,0.22,35.40,75.00,35.30,585,8,0.22,35.40,75.00,35.30,585,5,0.22,40.90,83.80,37.70,399,3,0.23,42.10,89.00,38.80,249,1.00,0.47,0.48,2.12,1.03,812,72.04,100.79,74.48,71.13,35.15,33.57,234.50,15.10,1.00,0.47,0.48,2.12,1.03,812,72.04,100.79,74.48,71.13,35.15,33.57,234.50,15.10,1.08,0.49,0.51,2.22,1.05,505,79.01,101.90,84.55,74.42,41.26,36.32,242.00,16.90,1.09,0.47,0.51,2.29,1.07,307,81.11,102.91,89.50,76.79,42.34,36.33,232.70,18.09,48100.00,16.63,67.85,224.54,15.46
2025-11-09,Derrick White,SG/PG,BOS,ORL,7600,32.52,6.03,37.24,4.90,,,Boston Celtics,Orlando Magic,Derrick White,10,0.22,34.60,81.80,32.40,660,10,0.22,34.60,81.80,32.40,660,5,0.18,34.80,78.40,30.60,311,3,0.16,41.70,84.00,32.90,200,1.07,0.42,0.52,2.52,1.24,971,67.97,99.83,84.10,82.10,35.57,34.73,193.10,17.92,1.07,0.42,0.52,2.52,1.24,971,67.97,99.83,84.10,82.10,35.57,34.73,193.10,17.92,1.14,0.44,0.56,2.56,1.26,488,63.73,99.20,79.69,83.32,35.37,36.98,186.40,18.67,1.27,0.50,0.63,2.55,1.26,293,68.26,100.25,86.22,83.03,42.80,41.22,208.90,19.96,40600.00,18.72,57.40,192.11,47.89
2025-11-09,OG Anunoby,SF/PF,NY,BKN,6600,31.87,9.81,36.84,5.58,,,New York Knicks,Brooklyn Nets,OG Anunoby,8,0.20,36.50,52.80,33.90,571,8,0.20,36.50,52.80,33.90,571,5,0.20,37.70,52.20,33.70,349,3,0.21,40.20,51.70,32.80,205,1.08,0.69,0.51,1.56,0.74,797,71.64,99.54,52.75,49.64,36.47,34.31,234.20,15.58,1.08,0.69,0.51,1.56,0.74,797,71.64,99.54,52.75,49.64,36.47,34.31,234.20,15.58,1.12,0.72,0.54,1.55,0.75,495,70.51,99.10,52.25,49.36,37.74,35.65,235.00,16.04,1.23,0.78,0.59,1.58,0.76,300,68.33,99.41,51.39,50.23,39.96,39.06,248.80,16.16,47500.00,13.89,51.64,210.61,29.39
2025-11-09,Franz Wagner,SF/PF,ORL,BOS,7400,34.00,12.52,36.58,4.94,,,Orlando Magic,Boston Celtics,Franz Wagner,9,0.24,36.30,59.10,34.60,679,9,0.24,36.30,59.10,34.60,679,5,0.26,36.70,61.00,34.00,356,3,0.28,38.50,63.00,34.10,215,1.05,0.61,0.48,1.71,0.78,923,73.56,99.83,57.53,58.07,35.34,35.67,217.50,16.69,1.05,0.61,0.48,1.71,0.78,923,73.56,99.83,57.53,58.07,35.34,35.67,217.50,16.69,1.08,0.60,0.52,1.79,0.86,503,70.78,99.20,60.15,61.00,36.19,36.70,223.60,16.41,1.13,0.61,0.54,1.85,0.88,306,70.26,100.25,61.92,62.81,37.84,38.39,225.70,17.06,45600.00,16.23,53.77,213.25,26.75
